job_id,title,company,location,salary,skills,posted_at,closes_at,url,scraped_at
52242444,패널딥데이터센터 데이터사이언스팀데이터 분석가(신입/경력),(주)마크로밀엠브레인,서울서초구 신입·경력 대졸↑ 정규직,서울서초구 | 신입·경력 | 대졸↑ | 정규직,수정일 25/11/06,~ 12/06(토),입사지원,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52242444&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=82692cab-90c0-45d1-a0b0-65c0e84e9054,2025-11-11T05:52:18.198724
52155472,데이터 분석가신입 채용,파워메카(주),"서울금천구 신입 대졸↑ 정규직 3,200 만원","서울금천구 | 신입 | 대졸↑ | 정규직 | 3,200 만원",등록일 25/10/28,~ 11/27(목),입사지원,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52155472&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=82692cab-90c0-45d1-a0b0-65c0e84e9054,2025-11-11T05:52:18.200232
52176392,[쿠팡] 카탈로그 운영데이터 분석가,쿠팡(주),서울송파구 경력3년↑ 대졸↑ 정규직,서울송파구 | 경력3년↑ | 대졸↑ | 정규직,등록일 25/10/30,~ 11/29(토),홈페이지 지원,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52176392&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=82692cab-90c0-45d1-a0b0-65c0e84e9054,2025-11-11T05:52:18.201849
52180180,자동차데이터 분석가모집,(주)나무플래닛,서울송파구 경력무관 학력무관 정규직·프리랜서,서울송파구 | 경력무관 | 학력무관 | 정규직·프리랜서,등록일 25/10/30,~ 11/29(토),입사지원,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52180180&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=82692cab-90c0-45d1-a0b0-65c0e84e9054,2025-11-11T05:52:18.203322
52067450,[미리디] 재무/회계데이터 분석가(Financial/Accounting Data),(주)미리디,서울구로구 경력 1~5년 학력무관 정규직,서울구로구 | 경력 1~5년 | 학력무관 | 정규직,수정일 25/10/17,~ 12/16(화),홈페이지 지원,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52067450&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=82692cab-90c0-45d1-a0b0-65c0e84e9054,2025-11-11T05:52:18.204703
52128902,[미리디]데이터 분석가,(주)미리디,서울구로구 경력 3~7년 학력무관 정규직,서울구로구 | 경력 3~7년 | 학력무관 | 정규직,수정일 25/10/28,~ 12/23(화),홈페이지 지원,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52128902&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=82692cab-90c0-45d1-a0b0-65c0e84e9054,2025-11-11T05:52:18.206097
52269112,[PTKOREA]데이터 분석가,펑타이그레이터차이나(유),서울강남구 경력 3~7년 대졸↑ 정규직,서울강남구 | 경력 3~7년 | 대졸↑ | 정규직,등록일 25/11/10,~ 11/30(일),홈페이지 지원,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52269112&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=82692cab-90c0-45d1-a0b0-65c0e84e9054,2025-11-11T05:52:18.211850
52100680,게임데이터 분석가,(주)게임듀오,경기성남시 분당구 경력 1~5년 학력무관 정규직,경기성남시 분당구 | 경력 1~5년 | 학력무관 | 정규직,등록일 25/10/21,상시채용,입사지원,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52100680&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=82692cab-90c0-45d1-a0b0-65c0e84e9054,2025-11-11T05:52:18.214946
51877845,데이터 분석가(경력),(주)더블다운인터액티브,서울강남구 경력3년↑ 학력무관 정규직,서울강남구 | 경력3년↑ | 학력무관 | 정규직,수정일 25/09/24,채용시,입사지원,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51877845&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=82692cab-90c0-45d1-a0b0-65c0e84e9054,2025-11-11T05:52:18.216677
52243047,맨데이터(주)데이터 분석가채용,맨데이터(주),서울영등포구 경력3년↑ 대졸↑ 정규직,서울영등포구 | 경력3년↑ | 대졸↑ | 정규직,수정일 25/11/07,~ 12/06(토),입사지원,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52243047&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=82692cab-90c0-45d1-a0b0-65c0e84e9054,2025-11-11T05:52:18.220638
52273085,데이터 분석가,(주)콜로세움코퍼레이션,서울강남구 경력 2~10년 고졸↑ 정규직,서울강남구 | 경력 2~10년 | 고졸↑ | 정규직,수정일 25/11/11,~ 12/10(수),입사지원,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52273085&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=82692cab-90c0-45d1-a0b0-65c0e84e9054,2025-11-11T05:52:18.224740
52187965,데이터 분석가과정 퍼실리테이터 (프로젝트 가이드),(주)모두의연구소,서울강남구 경력3년↑ 초대졸↑ 정규직,서울강남구 | 경력3년↑ | 초대졸↑ | 정규직,등록일 25/10/31,채용시,입사지원,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52187965&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=82692cab-90c0-45d1-a0b0-65c0e84e9054,2025-11-11T05:52:18.226317
52240444,데이터 분석가과정 퍼실리테이터 (계약직),(주)모두의연구소,서울강남구 경력1년↑ 초대졸↑ 계약직,서울강남구 | 경력1년↑ | 초대졸↑ | 계약직,등록일 25/11/06,채용시,입사지원,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52240444&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=82692cab-90c0-45d1-a0b0-65c0e84e9054,2025-11-11T05:52:18.228820
52258123,[스타트업] Business Analyst :: 비즈니스데이터 분석가(경력),(주)노테린다스,서울광진구 경력2년↑ 대졸↑ 정규직,서울광진구 | 경력2년↑ | 대졸↑ | 정규직,수정일 25/11/09,상시채용,입사지원,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52258123&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=82692cab-90c0-45d1-a0b0-65c0e84e9054,2025-11-11T05:52:18.232337
52257201,[게임업계최상위] 게임데이터 분석가(경력),주식회사 지니어스,경기성남시 분당구 경력 7~12년 대졸↑ 정규직,경기성남시 분당구 | 경력 7~12년 | 대졸↑ | 정규직,수정일 25/11/10,채용시,입사지원,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52257201&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=82692cab-90c0-45d1-a0b0-65c0e84e9054,2025-11-11T05:52:18.233683
52260161,[대기업계열사/마케팅에이전시] 디지털데이터 분석가,주식회사 지니어스,서울강남구 경력 3~7년 대졸↑ 정규직,서울강남구 | 경력 3~7년 | 대졸↑ | 정규직,등록일 25/11/09,채용시,입사지원,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52260161&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=82692cab-90c0-45d1-a0b0-65c0e84e9054,2025-11-11T05:52:18.235140
52205391,[그루비 SaaS 솔루션]데이터 분석가,(주)플래티어,서울송파구 경력 5~20년 대졸↑ 정규직,서울송파구 | 경력 5~20년 | 대졸↑ | 정규직,수정일 25/11/03,~ 12/02(화),입사지원,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52205391&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=82692cab-90c0-45d1-a0b0-65c0e84e9054,2025-11-11T05:52:18.236618
51969466,[코스닥/GTX킨텍스역] AI데이터 분석가채용,(주)뉴엔에이아이,경기고양시 일산서구 경력4년↑ 대졸↑ 정규직,경기고양시 일산서구 | 경력4년↑ | 대졸↑ | 정규직,등록일 25/10/02,~ 12/01(월),입사지원,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51969466&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=82692cab-90c0-45d1-a0b0-65c0e84e9054,2025-11-11T05:52:18.238024
52117467,[주4.5일제] 글로벌광고대행사 dentsu그룹 GA4데이터 분석가,(주)덴츠크리에이티브코리아,서울강남구 경력4년↑ 대졸↑ 정규직,서울강남구 | 경력4년↑ | 대졸↑ | 정규직,등록일 25/10/23,~ 11/22(토),입사지원,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52117467&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=82692cab-90c0-45d1-a0b0-65c0e84e9054,2025-11-11T05:52:18.239441
52133514,데이터 분석가(경력),(주)더블유게임즈,서울강남구 경력5년↑ 학력무관 정규직,서울강남구 | 경력5년↑ | 학력무관 | 정규직,등록일 25/10/24,~ 12/23(화),입사지원,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52133514&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=82692cab-90c0-45d1-a0b0-65c0e84e9054,2025-11-11T05:52:18.241003
51922704,[(주)딜리셔스 신상마켓]데이터 분석가,(주)딜리셔스,서울종로구 경력5년↑ 학력무관 정규직,서울종로구 | 경력5년↑ | 학력무관 | 정규직,수정일 25/11/03,~ 11/24(월),입사지원,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51922704&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=82692cab-90c0-45d1-a0b0-65c0e84e9054,2025-11-11T05:52:18.242554
52207505,[유명게임사] 게임데이터분석가,(주)헬로서치,경기성남시 분당구 경력7년↑ 대졸↑ 정규직,경기성남시 분당구 | 경력7년↑ | 대졸↑ | 정규직,등록일 25/11/03,~ 11/18(화),입사지원,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52207505&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=82692cab-90c0-45d1-a0b0-65c0e84e9054,2025-11-11T05:52:18.243840
52266737,[서울/대기업 광고대행사]데이터 분석가,(주)탑앤스카우트,서울강남구 경력 3~7년 대졸↑ 정규직,서울강남구 | 경력 3~7년 | 대졸↑ | 정규직,수정일 25/11/11,~ 11/25(화),입사지원,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52266737&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=82692cab-90c0-45d1-a0b0-65c0e84e9054,2025-11-11T05:52:18.245149
